TIME_VALUE,Z_LOCATION,DATA_VALUE,QF1,QF3,INTERP,ad_mm
2021-08-31 18:00:00,-35.0,34.33,2,2,True,0.19514788021058574
2021-08-31 18:00:00,-11.0,33.83583333333333,2,2,True,0.5389207073271396
2021-08-31 19:00:00,-35.0,34.32416666666666,2,2,True,0.12483537648066119
2021-08-31 19:00:00,-11.0,33.85166666666667,2,2,True,0.6497415396541097
2021-08-31 20:00:00,-35.0,34.30833333333333,2,2,True,0.07374303168148692
2021-08-31 20:00:00,-11.0,33.86,2,2,True,0.7210040853577216
2021-08-31 21:00:00,-35.0,34.22416666666667,2,2,True,1.2299305757018832
2021-08-31 21:00:00,-11.0,33.854166666666664,2,2,True,0.6896671896692914
2021-08-31 22:00:00,-35.0,34.2575,2,2,True,0.8703654185160371
2021-08-31 22:00:00,-11.0,33.85,2,2,True,0.6809873328084379
2021-08-31 23:00:00,-35.0,34.325833333333335,2,2,True,0.0
2021-08-31 23:00:00,-11.0,33.844166666666666,2,2,True,0.6535289069465254
2021-09-01 00:00:00,-35.0,34.33,2,2,True,0.05659427333476311
2021-09-01 00:00:00,-11.0,33.822500000000005,2,2,True,0.53527210017957
2021-09-01 01:00:00,-35.0,34.33583333333333,2,2,True,0.1385926246977489
2021-09-01 01:00:00,-11.0,33.775,2,2,True,0.2995847244004934
2021-09-01 02:00:00,-35.0,34.34583333333334,2,2,True,0.28267539408173165
2021-09-01 02:00:00,-11.0,33.73833333333333,2,2,True,0.09766595054367816
2021-09-01 03:00:00,-35.0,34.3325,2,2,True,0.09546805254842214
2021-09-01 03:00:00,-11.0,33.73,2,2,True,0.0647555097210503
2021-09-01 04:00:00,-35.0,34.33166666666667,2,2,True,0.08420274242849704
2021-09-01 04:00:00,-11.0,33.718333333333334,2,2,True,0.0
2021-09-01 05:00:00,-35.0,34.34,2,2,True,0.20627053590843492
2021-09-01 05:00:00,-11.0,33.6925,2,2,True,0.12001455852977792
2021-09-01 06:00:00,-35.0,34.34,2,2,True,0.2075950358157695
2021-09-01 06:00:00,-11.0,33.72083333333333,2,2,True,0.03695441996567041
2021-09-01 07:00:00,-35.0,34.34,2,2,True,0.20831089707618564
2021-09-01 07:00:00,-11.0,33.70916666666667,2,2,True,0.027737662387609014
2021-09-01 08:00:00,-35.0,34.34,2,2,True,0.20890004757243733
2021-09-01 08:00:00,-11.0,33.6975,2,2,True,0.09254454614407893
2021-09-01 09:00:00,-35.0,34.32833333333333,2,2,True,0.03708305017604752
2021-09-01 09:00:00,-11.0,33.733333333333334,2,2,True,0.13424909041047012
2021-09-01 10:00:00,-35.0,34.3375,2,2,True,0.17490815293227036
